Store,Dept,Year,Month,Weekly_Sales
10,74,2010,12,38333.956
10,74,2011,1,45966.534999999996
10,74,2011,2,49081.9825
10,74,2011,3,44210.1425
10,74,2011,4,40206.335999999996
10,74,2011,5,39379.6325
10,74,2011,6,39217.3875
10,74,2011,7,39105.21
10,74,2011,8,45385.91
10,74,2011,9,37705.83
10,74,2011,10,36746.5
10,74,2011,11,43310.104999999996
10,74,2011,12,39546.132
10,74,2012,1,44402.4225
10,74,2012,2,50208.225
10,74,2012,3,45079.978
10,74,2012,4,41771.8375
10,74,2012,5,41056.12
10,74,2012,6,40958.08
10,74,2012,7,41220.205
10,74,2012,8,42490.206
10,74,2012,9,36074.0225
10,74,2012,10,34368.66
10,77,2011,11,1590.0
10,78,2010,2,24.0
10,78,2010,3,-12.0
10,78,2010,5,12.0
10,78,2010,6,0.0
10,78,2010,7,12.0
10,78,2010,11,-12.0
10,78,2011,9,0.0
10,79,2010,2,51094.6825
10,79,2010,3,43549.3325
10,79,2010,4,40951.204000000005
10,79,2010,5,39379.76
10,79,2010,6,38137.005
10,79,2010,7,39173.846000000005
10,79,2010,8,38586.705
10,79,2010,9,36397.75
10,79,2010,10,34508.346
10,79,2010,11,36164.165
10,79,2010,12,37891.240000000005
10,79,2011,1,33415.3225
10,79,2011,2,42818.565
10,79,2011,3,40207.0775
10,79,2011,4,40416.270000000004
10,79,2011,5,34394.165
10,79,2011,6,35290.78
10,79,2011,7,35095.756
10,79,2011,8,34461.53
10,79,2011,9,35047.876000000004
10,79,2011,10,33925.5725
10,79,2011,11,36927.9275
10,79,2011,12,39757.278
10,79,2012,1,34602.979999999996
10,79,2012,2,44029.0475
10,79,2012,3,41659.54
10,79,2012,4,35691.354999999996
10,79,2012,5,34875.2175
10,79,2012,6,35810.72
10,79,2012,7,36120.74
10,79,2012,8,37920.436
10,79,2012,9,34793.3875
10,79,2012,10,33259.145
10,80,2010,2,113.545
10,80,2010,3,100.33500000000001
10,80,2010,4,126.33600000000001
10,80,2010,5,120.37
10,80,2010,6,180.9425
10,80,2010,7,139.18599999999998
10,80,2010,8,152.6975
10,80,2010,9,137.865
10,80,2010,10,78.02000000000001
10,80,2010,11,170.4325
10,80,2010,12,132.7
10,80,2011,1,109.16499999999999
10,80,2011,2,113.24
10,80,2011,3,332.2025
10,80,2011,4,626.798
10,80,2011,5,824.22
10,80,2011,6,849.9875
10,80,2011,7,832.186
10,80,2011,8,564.1375
10,80,2011,9,580.366
10,80,2011,10,596.315
10,80,2011,11,473.6575
10,80,2011,12,683.0139999999999
10,80,2012,1,495.15
10,80,2012,2,400.8925
10,80,2012,3,366.52200000000005
10,80,2012,4,307.79499999999996
10,80,2012,5,320.295
10,80,2012,6,272.492
10,80,2012,7,360.575
10,80,2012,8,535.79
10,80,2012,9,218.135
10,80,2012,10,288.68
10,81,2010,2,11008.0425
10,81,2010,3,11376.485
10,81,2010,4,11473.68
10,81,2010,5,11955.78
10,81,2010,6,11104.779999999999
10,81,2010,7,11830.32
10,81,2010,8,11111.4525
10,81,2010,9,10208.105
10,81,2010,10,10541.266
10,81,2010,11,9581.4625
10,81,2010,12,8910.142
10,81,2011,1,11110.2925
10,81,2011,2,11929.575
10,81,2011,3,11147.8775
10,81,2011,4,11031.124
10,81,2011,5,10781.0525
10,81,2011,6,10670.34
10,81,2011,7,10306.666000000001
10,81,2011,8,10308.405
10,81,2011,9,9986.704000000002
10,81,2011,10,10537.4925
10,81,2011,11,9812.907500000001
10,81,2011,12,9265.502
10,81,2012,1,10085.8925
10,81,2012,2,11442.23
10,81,2012,3,11186.006
10,81,2012,4,10872.76
10,81,2012,5,10169.15
10,81,2012,6,10195.772
10,81,2012,7,10340.24
10,81,2012,8,10211.082
10,81,2012,9,9679.4975
10,81,2012,10,10295.32
10,82,2010,2,20990.662500000002
10,82,2010,3,21117.7975
10,82,2010,4,20264.54
10,82,2010,5,21055.275
10,82,2010,6,22121.3
10,82,2010,7,20383.1
10,82,2010,8,20038.9975
10,82,2010,9,20173.454999999998
10,82,2010,10,21204.842
10,82,2010,11,25061.54
10,82,2010,12,49419.458
10,82,2011,1,19551.3275
10,82,2011,2,22974.1925
10,82,2011,3,21649.215
10,82,2011,4,20938.816
10,82,2011,5,21862.912500000002
10,82,2011,6,21166.8725
10,82,2011,7,20463.43
10,82,2011,8,21475.8825
10,82,2011,9,19774.294
10,82,2011,10,20158.1675
10,82,2011,11,24056.275
10,82,2011,12,52020.090000000004
10,82,2012,1,17985.325
10,82,2012,2,22331.3825
10,82,2012,3,22279.448
10,82,2012,4,22412.11
10,82,2012,5,21999.815
10,82,2012,6,24125.516
10,82,2012,7,22983.0375
10,82,2012,8,22547.402
10,82,2012,9,20524.3775
10,82,2012,10,22245.495000000003
10,83,2010,2,270.245
10,83,2010,3,282.71500000000003
10,83,2010,4,569.6560000000001
10,83,2010,5,614.02
10,83,2010,6,323.805
10,83,2010,7,289.312
10,83,2010,8,300.115
10,83,2010,9,302.90999999999997
10,83,2010,10,326.492
10,83,2010,11,220.30499999999998
10,83,2010,12,171.796
10,83,2011,1,285.565
10,83,2011,2,318.7925
10,83,2011,3,262.88
10,83,2011,4,234.92400000000004
10,83,2011,5,223.91500000000002
10,83,2011,6,281.555
10,83,2011,7,171.564
10,83,2011,8,204.56
10,83,2011,9,202.012
10,83,2011,10,215.92000000000002
10,83,2011,11,254.035
10,83,2011,12,220.718
10,83,2012,1,259.0175
10,83,2012,2,357.835
10,83,2012,3,317.452
10,83,2012,4,238.77499999999998
10,83,2012,5,243.87
10,83,2012,6,324.992
10,83,2012,7,233.41000000000003
10,83,2012,8,246.82
10,83,2012,9,235.055
10,83,2012,10,216.33
10,85,2010,2,2972.2725
10,85,2010,3,2607.565
10,85,2010,4,2676.986
10,85,2010,5,3125.2025
10,85,2010,6,3103.02
10,85,2010,7,2973.6279999999997
10,85,2010,8,2855.0425
10,85,2010,9,2496.8050000000003
10,85,2010,10,2518.452
10,85,2010,11,2754.625
10,85,2010,12,4877.276
10,85,2011,1,2642.485
10,85,2011,2,2622.33
10,85,2011,3,2697.8125
10,85,2011,4,2617.748
10,85,2011,5,3019.6975
10,85,2011,6,2752.34
10,85,2011,7,2368.474
10,85,2011,8,2482.1225
10,85,2011,9,2324.432
10,85,2011,10,2701.5875
10,85,2011,11,3014.34
10,85,2011,12,6011.924
10,85,2012,1,2641.7375
10,85,2012,2,2782.085
10,85,2012,3,2765.0299999999997
10,85,2012,4,2868.325
10,85,2012,5,3309.6075
10,85,2012,6,2852.468
10,85,2012,7,2681.0
10,85,2012,8,2749.762
10,85,2012,9,2506.2124999999996
10,85,2012,10,2815.1675
10,87,2010,2,23277.18
10,87,2010,3,21477.11
10,87,2010,4,19685.291999999998
10,87,2010,5,18991.5875
10,87,2010,6,19221.425
10,87,2010,7,19743.896
10,87,2010,8,21501.8375
10,87,2010,9,20917.5925
10,87,2010,10,20849.018
10,87,2010,11,21875.9875
10,87,2010,12,23363.5
10,87,2011,1,21877.1375
10,87,2011,2,26278.515
10,87,2011,3,23666.3625
10,87,2011,4,20313.347999999998
10,87,2011,5,21478.41
10,87,2011,6,22382.31
10,87,2011,7,22822.516
10,87,2011,8,23159.2525
10,87,2011,9,22285.670000000002
10,87,2011,10,22527.805
10,87,2011,11,24792.2875
10,87,2011,12,27853.386
10,87,2012,1,25256.1725
10,87,2012,2,31504.0275
10,87,2012,3,26648.764000000003
10,87,2012,4,26385.925
10,87,2012,5,26584.655
10,87,2012,6,29665.366
10,87,2012,7,28343.567499999997
10,87,2012,8,31348.390000000003
10,87,2012,9,29241.942499999997
10,87,2012,10,28897.75
10,90,2010,2,16411.5625
10,90,2010,3,15137.9475
10,90,2010,4,15224.423999999999
10,90,2010,5,13141.83
10,90,2010,6,13315.74
10,90,2010,7,13803.364000000001
10,90,2010,8,14110.1575
10,90,2010,9,13447.125
10,90,2010,10,13695.141999999998
10,90,2010,11,14434.9025
10,90,2010,12,14782.27
10,90,2011,1,14978.595
10,90,2011,2,14698.0025
10,90,2011,3,13600.06
10,90,2011,4,13129.382000000001
10,90,2011,5,12275.745
10,90,2011,6,12760.8625
10,90,2011,7,12987.196
10,90,2011,8,13444.68
10,90,2011,9,13232.246
10,90,2011,10,13733.1425
10,90,2011,11,15070.875
10,90,2011,12,15383.154
10,90,2012,1,15826.75
10,90,2012,2,16229.8825
10,90,2012,3,16040.506
10,90,2012,4,15344.1725
10,90,2012,5,14445.842499999999
10,90,2012,6,14016.210000000001
10,90,2012,7,13867.3675
10,90,2012,8,14576.761999999999
10,90,2012,9,14194.8125
10,90,2012,10,14375.97
10,91,2010,2,14343.2025
10,91,2010,3,13107.755000000001
10,91,2010,4,12873.892
10,91,2010,5,12964.4025
10,91,2010,6,13125.755
10,91,2010,7,13048.294
10,91,2010,8,13029.01
10,91,2010,9,13611.7075
10,91,2010,10,12262.202000000001
10,91,2010,11,12212.244999999999
10,91,2010,12,11572.038
10,91,2011,1,13180.545
10,91,2011,2,13134.067500000001
10,91,2011,3,12755.49
10,91,2011,4,12180.83
10,91,2011,5,11826.0325
10,91,2011,6,12734.755000000001
10,91,2011,7,13168.106
10,91,2011,8,13315.1375
10,91,2011,9,13070.86
10,91,2011,10,12935.1725
10,91,2011,11,12342.505
10,91,2011,12,11545.764
10,91,2012,1,13470.51
10,91,2012,2,13526.885
10,91,2012,3,12557.573999999999
10,91,2012,4,12470.91
10,91,2012,5,12639.815
10,91,2012,6,12825.61
10,91,2012,7,12307.1575
10,91,2012,8,12037.2
10,91,2012,9,11486.9025
10,91,2012,10,12204.145
10,92,2010,2,51914.9775
10,92,2010,3,49954.725
10,92,2010,4,49283.008
10,92,2010,5,48192.28
10,92,2010,6,47953.95
10,92,2010,7,46178.208
10,92,2010,8,49019.5275
10,92,2010,9,47894.75
10,92,2010,10,47662.090000000004
10,92,2010,11,58504.0625
10,92,2010,12,48636.318
10,92,2011,1,50303.58
10,92,2011,2,50806.105
10,92,2011,3,50398.015
10,92,2011,4,47859.452000000005
10,92,2011,5,45047.36
10,92,2011,6,45652.515
10,92,2011,7,47364.759999999995
10,92,2011,8,50448.31
10,92,2011,9,49603.894
10,92,2011,10,52097.425
10,92,2011,11,58539.72
10,92,2011,12,51639.136
10,92,2012,1,52554.075
10,92,2012,2,55189.137500000004
10,92,2012,3,53889.835999999996
10,92,2012,4,52036.555
10,92,2012,5,50871.1225
10,92,2012,6,49092.81
10,92,2012,7,51511.35
10,92,2012,8,53062.188
10,92,2012,9,50460.97
10,92,2012,10,53923.53
10,93,2010,2,1382.5774999999999
10,93,2010,3,1379.8
10,93,2010,4,1425.252
10,93,2010,5,1639.9099999999999
10,93,2010,6,1586.13
10,93,2010,7,1423.008
10,93,2010,8,1387.0725
10,93,2010,9,1415.435
10,93,2010,10,1562.658
10,93,2010,11,1503.8625
10,93,2010,12,1111.926
10,93,2011,1,1462.925
10,93,2011,2,1598.6175
10,93,2011,3,1662.85
10,93,2011,4,1756.734
10,93,2011,5,1980.57
10,93,2011,6,1775.83
10,93,2011,7,1462.2800000000002
10,93,2011,8,1311.775
10,93,2011,9,1322.96
10,93,2011,10,1180.025
10,93,2011,11,1309.93
10,93,2011,12,1454.368
10,93,2012,1,1372.42
10,93,2012,2,1420.7
10,93,2012,3,1320.608
10,93,2012,4,1179.6925
10,93,2012,5,1337.71
10,93,2012,6,1373.542
10,93,2012,7,1243.715
10,93,2012,8,1277.2720000000002
10,93,2012,9,1190.4825
10,93,2012,10,1094.67
10,94,2010,2,1292.0725
10,94,2010,3,8.475
10,94,2010,4,4.9719999999999995
10,94,2010,5,1795.7375000000002
10,94,2010,6,7.3175
10,94,2010,7,1.522
10,94,2010,8,9.54
10,94,2010,9,24.92
10,94,2010,10,605.1220000000001
10,94,2010,11,-0.08
10,94,2010,12,6.97
10,94,2011,1,-1.98
10,94,2011,2,1877.8366666666668
10,94,2011,4,-1.98
10,94,2011,5,1390.72
10,94,2011,6,161.1825
10,94,2011,7,445.26
10,94,2011,8,66.7575
10,94,2011,9,67.1325
10,94,2011,10,902.26
10,94,2011,11,48.97
10,94,2011,12,197.35333333333332
10,94,2012,1,242.44
10,94,2012,2,782.9325
10,94,2012,3,84.03999999999999
10,94,2012,4,87.6325
10,94,2012,5,24.62
10,94,2012,6,130.235
10,94,2012,7,156.67999999999998
10,94,2012,8,6.619999999999999
10,94,2012,9,57.964999999999996
10,94,2012,10,406.835
10,95,2010,2,74189.7375
10,95,2010,3,75609.9075
10,95,2010,4,79834.246
10,95,2010,5,87711.1575
10,95,2010,6,92286.925
10,95,2010,7,83243.3
10,95,2010,8,79801.9525
10,95,2010,9,78295.205
10,95,2010,10,73956.83200000001
10,95,2010,11,66082.6625
10,95,2010,12,64273.102
10,95,2011,1,71333.61
10,95,2011,2,75668.3775
10,95,2011,3,80387.715
10,95,2011,4,69253.836
10,95,2011,5,74647.66500000001
10,95,2011,6,79506.44750000001
10,95,2011,7,72745.628
10,95,2011,8,73782.9075
10,95,2011,9,70611.95
10,95,2011,10,67153.77
10,95,2011,11,62272.7475
10,95,2011,12,60194.971999999994
10,95,2012,1,65271.975000000006
10,95,2012,2,70705.655
10,95,2012,3,70679.036
10,95,2012,4,69904.415
10,95,2012,5,74264.025
10,95,2012,6,76396.076
10,95,2012,7,71977.1225
10,95,2012,8,74042.358
10,95,2012,9,68603.535
10,95,2012,10,68574.72
10,96,2010,2,9915.9575
10,96,2010,3,8962.4625
10,96,2010,4,9560.32
10,96,2010,5,9771.3575
10,96,2010,6,9947.3025
10,96,2010,7,9884.864
10,96,2010,8,9451.814999999999
10,96,2010,9,9277.029999999999
10,96,2010,10,9756.094000000001
10,96,2010,11,10709.9375
10,96,2010,12,10964.892
10,96,2011,1,9650.465
10,96,2011,2,11751.125
10,96,2011,3,11684.2925
10,96,2011,4,10515.888
10,96,2011,5,10604.4725
10,96,2011,6,10594.6375
10,96,2011,7,10423.99
10,96,2011,8,9833.5375
10,96,2011,9,10407.186
10,96,2011,10,12101.5075
10,96,2011,11,12752.3775
10,96,2011,12,12470.395999999999
10,96,2012,1,11708.039999999999
10,96,2012,2,11855.6
10,96,2012,3,12221.608
10,96,2012,4,12201.1475
10,96,2012,5,12658.965
10,96,2012,6,12639.424
10,96,2012,7,11993.7625
10,96,2012,8,11819.244
10,96,2012,9,13631.0125
10,96,2012,10,14211.752499999999
10,97,2010,2,5918.5825
10,97,2010,3,5711.5975
10,97,2010,4,5593.2699999999995
10,97,2010,5,5807.385
10,97,2010,6,5678.43
10,97,2010,7,5955.526
10,97,2010,8,6094.71
10,97,2010,9,5619.035
10,97,2010,10,5397.216
10,97,2010,11,5339.985
10,97,2010,12,4966.023999999999
10,97,2011,1,5509.83
10,97,2011,2,5670.675
10,97,2011,3,5333.3725
10,97,2011,4,5064.7119999999995
10,97,2011,5,5243.139999999999
10,97,2011,6,5172.25
10,97,2011,7,5443.548000000001
10,97,2011,8,5274.06
10,97,2011,9,5139.05
10,97,2011,10,5041.2775
10,97,2011,11,4927.125
10,97,2011,12,4793.862
10,97,2012,1,5189.8225
10,97,2012,2,5432.895
10,97,2012,3,5262.368
10,97,2012,4,4973.825
10,97,2012,5,5048.4125
10,97,2012,6,5056.976
10,97,2012,7,5070.5425
10,97,2012,8,5273.9839999999995
10,97,2012,9,4934.0075
10,97,2012,10,4891.2275
10,98,2010,2,72.1875
10,98,2010,3,30.4
10,98,2010,4,47.501999999999995
10,98,2010,5,11.942499999999999
10,98,2010,6,9.8775
10,98,2010,7,74.05999999999999
10,98,2010,8,-2.25
10,98,2010,9,119.66666666666667
10,98,2010,10,327.08000000000004
10,98,2010,11,861.11
10,98,2010,12,279.92999999999995
10,98,2011,1,42.0275
10,98,2011,2,59.589999999999996
10,98,2011,3,98.88333333333333
10,98,2011,4,79.4925
10,98,2011,5,799.455
10,98,2011,6,285.0475
10,98,2011,7,105.29
10,98,2011,8,2.983333333333333
10,98,2011,9,98.21333333333332
10,98,2011,10,240.175
10,98,2011,11,554.05
10,98,2011,12,189.426
10,98,2012,1,73.52666666666666
10,98,2012,2,109.68
10,98,2012,3,184.0125
10,98,2012,4,216.85
10,98,2012,5,200.62
10,98,2012,6,236.59333333333333
10,98,2012,7,7.970000000000001
10,98,2012,8,340.78
10,98,2012,9,22.34
10,98,2012,10,601.275
11,1,2010,2,24810.865
11,1,2010,3,17632.2375
11,1,2010,4,26313.294
11,1,2010,5,13738.87
11,1,2010,6,13401.5875
11,1,2010,7,13514.288
11,1,2010,8,12920.1575
11,1,2010,9,14351.3525
11,1,2010,10,22639.417999999998
11,1,2010,11,19192.925
11,1,2010,12,28100.561999999998
11,1,2011,1,12220.3475
11,1,2011,2,23719.255
11,1,2011,3,13234.3275
11,1,2011,4,28432.01
11,1,2011,5,11836.085000000001
11,1,2011,6,11635.3875
11,1,2011,7,12058.212
11,1,2011,8,13919.6775
11,1,2011,9,15061.422
11,1,2011,10,22879.4675
11,1,2011,11,24153.34
11,1,2011,12,31511.526
11,1,2012,1,15413.715
11,1,2012,2,27622.47
11,1,2012,3,19711.288
11,1,2012,4,30356.875
11,1,2012,5,14342.28
11,1,2012,6,14106.298
11,1,2012,7,14955.54
11,1,2012,8,14615.467999999999
11,1,2012,9,16847.8925
11,1,2012,10,22513.215
11,2,2010,2,58318.0075
11,2,2010,3,55749.675
11,2,2010,4,58858.092000000004
11,2,2010,5,53865.505
11,2,2010,6,55683.195
11,2,2010,7,55776.052
11,2,2010,8,61234.8475
11,2,2010,9,54224.28
11,2,2010,10,51424.333999999995
11,2,2010,11,51235.4775
11,2,2010,12,53108.35
11,2,2011,1,49103.3775
11,2,2011,2,60893.08
11,2,2011,3,57442.44
11,2,2011,4,57433.428
11,2,2011,5,54688.0725
11,2,2011,6,57690.555
11,2,2011,7,59305.378000000004
11,2,2011,8,64943.955
11,2,2011,9,58989.64599999999
11,2,2011,10,55510.94
11,2,2011,11,55742.69
11,2,2011,12,61780.28200000001
11,2,2012,1,55850.34
11,2,2012,2,63868.1825
11,2,2012,3,59997.878000000004
11,2,2012,4,59689.1525
11,2,2012,5,56773.785
11,2,2012,6,58345.969999999994
11,2,2012,7,57989.7425
11,2,2012,8,60381.264
11,2,2012,9,54655.83
11,2,2012,10,52433.19
11,3,2010,2,15424.767500000002
11,3,2010,3,12256.4875
11,3,2010,4,13162.126
11,3,2010,5,12259.715
11,3,2010,6,12261.744999999999
11,3,2010,7,20713.406
11,3,2010,8,55865.72
11,3,2010,9,15476.782500000001
11,3,2010,10,12035.011999999999
11,3,2010,11,11355.869999999999
11,3,2010,12,15195.702
11,3,2011,1,16188.575
11,3,2011,2,13377.785
11,3,2011,3,11925.455
11,3,2011,4,11192.712
11,3,2011,5,11501.0425
11,3,2011,6,10806.315
11,3,2011,7,20595.776
11,3,2011,8,52278.43
11,3,2011,9,14751.289999999999
11,3,2011,10,11995.3225
11,3,2011,11,11095.1
11,3,2011,12,16102.812
11,3,2012,1,16535.3475
11,3,2012,2,13849.6925
11,3,2012,3,12198.444
11,3,2012,4,11810.015
11,3,2012,5,12278.119999999999
11,3,2012,6,11922.852
11,3,2012,7,23716.1325
11,3,2012,8,53485.10400000001
11,3,2012,9,15013.702500000001
11,3,2012,10,11262.67
11,4,2010,2,28937.64
11,4,2010,3,27446.97
11,4,2010,4,29570.026
11,4,2010,5,27064.535
11,4,2010,6,27659.5925
11,4,2010,7,28067.485999999997
11,4,2010,8,29806.3175
11,4,2010,9,27350.6225
11,4,2010,10,24698.044
11,4,2010,11,29030.9175
11,4,2010,12,29719.714
11,4,2011,1,27675.54
11,4,2011,2,29896.5825
11,4,2011,3,27740.14
11,4,2011,4,28133.397999999997
11,4,2011,5,27801.2875
11,4,2011,6,29315.2875
11,4,2011,7,28087.73
11,4,2011,8,31851.685
11,4,2011,9,27511.721999999998
11,4,2011,10,28162.775
11,4,2011,11,31350.54
11,4,2011,12,29995.992
11,4,2012,1,29693.755
11,4,2012,2,30149.43
11,4,2012,3,28513.558
11,4,2012,4,29762.8925
11,4,2012,5,28874.697500000002
11,4,2012,6,29522.138
11,4,2012,7,30095.91
11,4,2012,8,32438.952
11,4,2012,9,28572.6625
11,4,2012,10,27386.1375
11,5,2010,2,43278.6525
11,5,2010,3,45053.465
11,5,2010,4,41392.97
11,5,2010,5,28592.525
11,5,2010,6,32513.989999999998
11,5,2010,7,31208.685999999998
11,5,2010,8,29546.37
11,5,2010,9,27778.872499999998
11,5,2010,10,30713.811999999998
11,5,2010,11,52928.615000000005
11,5,2010,12,74040.476
11,5,2011,1,29492.9225
11,5,2011,2,41419.4725
11,5,2011,3,33791.4425
11,5,2011,4,34452.19
11,5,2011,5,25352.64
11,5,2011,6,28895.055
11,5,2011,7,27744.618
11,5,2011,8,29490.265
11,5,2011,9,31088.890000000003
11,5,2011,10,42074.68
11,5,2011,11,60407.385
11,5,2011,12,58769.045999999995
11,5,2012,1,28596.3525
11,5,2012,2,45127.4
11,5,2012,3,37424.058000000005
11,5,2012,4,29433.935
11,5,2012,5,26713.95
11,5,2012,6,31609.364
11,5,2012,7,23910.445
11,5,2012,8,28053.99
11,5,2012,9,34389.505
11,5,2012,10,38804.695
11,6,2010,2,8826.86
11,6,2010,3,7323.4225
11,6,2010,4,7510.3240000000005
11,6,2010,5,8620.61
11,6,2010,6,8656.56
11,6,2010,7,7901.088000000001
11,6,2010,8,6981.474999999999
11,6,2010,9,4998.4425
11,6,2010,10,6030.022
11,6,2010,11,9680.09
11,6,2010,12,13370.76
11,6,2011,1,4202.717500000001
11,6,2011,2,6017.895
11,6,2011,3,4520.4625
11,6,2011,4,4522.754
11,6,2011,5,6176.7225
11,6,2011,6,5363.355
11,6,2011,7,5668.176
11,6,2011,8,4603.1849999999995
11,6,2011,9,4507.737999999999
11,6,2011,10,5111.165
11,6,2011,11,7390.235000000001
11,6,2011,12,8079.834
11,6,2012,1,3112.39
11,6,2012,2,5375.085
11,6,2012,3,3614.2059999999997
11,6,2012,4,4148.405
11,6,2012,5,4638.0
11,6,2012,6,4485.118
11,6,2012,7,4121.5425
11,6,2012,8,2766.544
11,6,2012,9,3029.395
11,6,2012,10,3360.1
11,7,2010,2,28140.8875
11,7,2010,3,28451.67
11,7,2010,4,30700.033999999996
11,7,2010,5,26670.485
11,7,2010,6,31556.954999999998
11,7,2010,7,25615.272
11,7,2010,8,23985.754999999997
11,7,2010,9,23021.6075
11,7,2010,10,23622.204
11,7,2010,11,42974.7825
11,7,2010,12,109658.878
11,7,2011,1,17411.1125
11,7,2011,2,26420.184999999998
11,7,2011,3,29069.71
11,7,2011,4,33171.518
11,7,2011,5,31065.7225
11,7,2011,6,33824.1425
11,7,2011,7,27428.333999999995
11,7,2011,8,23943.3875
11,7,2011,9,24440.489999999998
11,7,2011,10,32637.4525
11,7,2011,11,55646.985
11,7,2011,12,105769.352
11,7,2012,1,18498.04
11,7,2012,2,27014.927499999998
11,7,2012,3,29284.718
11,7,2012,4,33245.3
11,7,2012,5,29906.3975
11,7,2012,6,33616.946
11,7,2012,7,29955.835
11,7,2012,8,26311.435999999998
11,7,2012,9,32768.7325
11,7,2012,10,32442.8275
11,8,2010,2,35923.64
11,8,2010,3,33778.7175
11,8,2010,4,34247.4
11,8,2010,5,32937.4925
11,8,2010,6,33223.1925
11,8,2010,7,32231.882
11,8,2010,8,31101.2425
11,8,2010,9,32055.235
11,8,2010,10,31951.854
11,8,2010,11,34161.0275
11,8,2010,12,35930.002
11,8,2011,1,31727.2675
11,8,2011,2,34131.8775
11,8,2011,3,32376.835
11,8,2011,4,34321.606
11,8,2011,5,36124.1525
11,8,2011,6,35849.4425
11,8,2011,7,33266.346
11,8,2011,8,33510.5175
11,8,2011,9,32967.764
11,8,2011,10,33313.3225
11,8,2011,11,35520.0975
11,8,2011,12,38125.58
11,8,2012,1,34155.105
11,8,2012,2,35828.405
11,8,2012,3,35694.714
11,8,2012,4,36353.1175
11,8,2012,5,36404.652500000004
11,8,2012,6,37031.520000000004
11,8,2012,7,35895.0675
11,8,2012,8,35634.516
11,8,2012,9,34661.785
11,8,2012,10,34566.15
11,9,2010,2,18346.7725
11,9,2010,3,20792.5975
11,9,2010,4,20423.966
11,9,2010,5,19922.005
11,9,2010,6,22841.3875
11,9,2010,7,19843.2
11,9,2010,8,18980.8725
11,9,2010,9,21395.7025
11,9,2010,10,16911.0
11,9,2010,11,15003.81
11,9,2010,12,18534.566
11,9,2011,1,12920.8125
11,9,2011,2,16231.3825
11,9,2011,3,22373.77
11,9,2011,4,20022.156
11,9,2011,5,20018.6875
11,9,2011,6,23450.3775
11,9,2011,7,21449.852000000003
11,9,2011,8,17256.99
11,9,2011,9,18932.82
11,9,2011,10,15016.3375
11,9,2011,11,17153.6025
11,9,2011,12,19618.523999999998
11,9,2012,1,13159.0125
11,9,2012,2,16569.62
11,9,2012,3,19881.988
11,9,2012,4,23501.24
11,9,2012,5,21653.1
11,9,2012,6,23220.226000000002
11,9,2012,7,19839.17
11,9,2012,8,18536.334
11,9,2012,9,17719.75
11,9,2012,10,15392.5075
11,10,2010,2,25027.622499999998
11,10,2010,3,22631.2625
11,10,2010,4,20990.144
11,10,2010,5,20632.0175
11,10,2010,6,22010.535
11,10,2010,7,23431.197999999997
11,10,2010,8,25523.8325
11,10,2010,9,23198.6125
11,10,2010,10,21514.417999999998
11,10,2010,11,19875.845
11,10,2010,12,20317.674
11,10,2011,1,18179.3225
11,10,2011,2,25737.6825
11,10,2011,3,22436.9175
11,10,2011,4,21861.954
11,10,2011,5,22328.165
11,10,2011,6,24083.445
11,10,2011,7,24722.602000000003
11,10,2011,8,27185.322500000002
11,10,2011,9,26060.634
11,10,2011,10,24603.677499999998
11,10,2011,11,23785.370000000003
11,10,2011,12,23242.014000000003
11,10,2012,1,20106.127500000002
11,10,2012,2,24491.9925
11,10,2012,3,25984.288
11,10,2012,4,22639.8975
11,10,2012,5,22542.6475
11,10,2012,6,25851.216
11,10,2012,7,27283.425
11,10,2012,8,27478.811999999998
11,10,2012,9,23879.5625
11,10,2012,10,23335.265
11,11,2010,2,15106.61
11,11,2010,3,15651.3425
11,11,2010,4,16872.902
11,11,2010,5,18996.1175
11,11,2010,6,21674.815000000002
11,11,2010,7,18672.489999999998
11,11,2010,8,21141.575
11,11,2010,9,16142.1125
11,11,2010,10,14411.874
11,11,2010,11,18009.0625
11,11,2010,12,21746.094
11,11,2011,1,17959.7475
11,11,2011,2,14517.9825
11,11,2011,3,17669.125
11,11,2011,4,18159.962
11,11,2011,5,17570.1025
11,11,2011,6,23689.825
11,11,2011,7,21417.272
11,11,2011,8,21424.302499999998
11,11,2011,9,15016.088
11,11,2011,10,14764.295
11,11,2011,11,17273.8825
11,11,2011,12,23574.71
11,11,2012,1,16441.185
11,11,2012,2,17485.385000000002
11,11,2012,3,17190.582000000002
11,11,2012,4,17424.055
11,11,2012,5,17661.77
11,11,2012,6,20684.212
11,11,2012,7,17918.5475
11,11,2012,8,19826.014000000003
11,11,2012,9,13599.217499999999
11,11,2012,10,13523.880000000001
11,12,2010,2,4269.9275
11,12,2010,3,4755.3425
11,12,2010,4,4698.5019999999995
11,12,2010,5,4770.1275
11,12,2010,6,4581.2725
11,12,2010,7,4552.01
11,12,2010,8,4805.2474999999995
11,12,2010,9,3994.0474999999997
11,12,2010,10,4120.614
11,12,2010,11,4111.1475
11,12,2010,12,3357.996
11,12,2011,1,3230.6225
11,12,2011,2,4481.4825
11,12,2011,3,5069.9075
11,12,2011,4,4884.586
11,12,2011,5,4354.145
11,12,2011,6,4488.595
11,12,2011,7,4638.84
11,12,2011,8,4354.2975
11,12,2011,9,4441.472
11,12,2011,10,4431.715
11,12,2011,11,3998.1875
11,12,2011,12,3301.322
11,12,2012,1,3483.8250000000003
11,12,2012,2,3897.2075
